TIME,OSI_KEY,SE,POINT_NAME,MESSAGE,VALUE
7/03/2021 05:54,3031622,TRUJILL NVA 220,ACP POT REACTIVA,MEDIDA CONGELADA,0
7/03/2021 05:54,3012142,AYAVIRI 138,T102-121 POT ACTIVA,RETORNO DE MEDIDA CONGELADA,2.1
7/03/2021 05:54,1053534,PIURA 220,L-2248 P1 ARRQ GRAL FASE S,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:54,1053555,PIURA 220,L-2248 P1 ARRQ GRAL NEUTRO,RETORNO A NORMAL,INACTIVO
7/03/2021 05:54,1053555,PIURA 220,L-2248 P1 ARRQ GRAL NEUTRO,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:54,1053534,PIURA 220,L-2248 P1 ARRQ GRAL FASE S,RETORNO A NORMAL,INACTIVO
7/03/2021 05:54,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
7/03/2021 05:54,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
7/03/2021 05:54,1059344,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D01,RETORNO A NORMAL,INACTIVO
7/03/2021 05:54,1059367,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D02,RETORNO A NORMAL,INACTIVO
7/03/2021 05:54,3061612,ICA 60,L-6625 POT ACTIVA,RETORNO DE MEDIDA CONGELADA,9.5
7/03/2021 05:54,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.5
7/03/2021 05:54,22118012,MOQUEGUA 220,ALARM MOQUEGUA_SSAA,RETORNO A NORMAL,OFF
7/03/2021 05:54,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:54,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
7/03/2021 05:54,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.5
7/03/2021 05:54,3056033,TINGOMARIA 220,R-09 POT REACTIVA,RETORNO A NORMAL,31.4
7/03/2021 05:55,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:55,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.4
7/03/2021 05:55,3063740,INDEPENDEN 60,BARRA_A TENSION,LIMITE INFERIOR 1 EXCEDIDO,60.7
7/03/2021 05:55,3063740,INDEPENDEN 60,BARRA_A TENSION,RETORNO A NORMAL,61.2
7/03/2021 05:55,1050677,PARAGSHA NVA 220,BarraA FLL ALIM REL?,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:55,01050C45,PARAGSHA SSAA,GRALES FLL ALIMENTAC VAC,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:55,1050677,PARAGSHA NVA 220,BarraA FLL ALIM REL?,RETORNO A NORMAL,INACTIVO
7/03/2021 05:55,22127013,PARAGSHA NVA 220,ALARM PARAGISA_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 05:55,1050677,PARAGSHA NVA 220,BarraA FLL ALIM REL?,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:55,01050C45,PARAGSHA SSAA,GRALES FLL ALIMENTAC VAC,RETORNO A NORMAL,INACTIVO
7/03/2021 05:56,01050C45,PARAGSHA SSAA,GRALES FLL ALIMENTAC VAC,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:56,1050677,PARAGSHA NVA 220,BarraA FLL ALIM REL?,RETORNO A NORMAL,INACTIVO
7/03/2021 05:56,22127013,PARAGSHA NVA 220,ALARM PARAGISA_SSAA,RETORNO A NORMAL,OFF
7/03/2021 05:56,,STATUS_LINEAS,,State Estimator converged with violations,
7/03/2021 05:56,22127013,PARAGSHA NVA 220,ALARM PARAGISA_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 05:56,01050C45,PARAGSHA SSAA,GRALES FLL ALIMENTAC VAC,RETORNO A NORMAL,INACTIVO
7/03/2021 05:56,22127013,PARAGSHA NVA 220,ALARM PARAGISA_SSAA,RETORNO A NORMAL,OFF
7/03/2021 05:56,3041052,AUCAYACU 22.9,T28-162 TENSION V-ST,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:56,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
7/03/2021 05:56,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
7/03/2021 05:56,3061525,ICA 220,T59-26 POT ACTIVA,RETORNO DE MEDIDA CONGELADA,10.5
7/03/2021 05:56,3041052,AUCAYACU 22.9,T28-162 TENSION V-ST,RETORNO A NORMAL,22.8
7/03/2021 05:56,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:56,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.6
7/03/2021 05:56,22054011,COMBAPATA 138,ALARM COMBAPAT_066,CAMBIO DE ESTADO,ON
7/03/2021 05:56,1079748,COMBAPATA 66,ACOPLE FLL COM RELE,RETORNO A NORMAL,INACTIVO
7/03/2021 05:57,22054011,COMBAPATA 138,ALARM COMBAPAT_066,RETORNO A NORMAL,OFF
7/03/2021 05:57,3054009,CHIMBOTE 13.8,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,14.3
7/03/2021 05:57,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.4
7/03/2021 05:57,3054009,CHIMBOTE 13.8,BARRA_A TENSION,RETORNO A NORMAL,14.2
7/03/2021 05:57,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,RETORNO A NORMAL,22.8
7/03/2021 05:57,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14,Channel Group Failed,FAILED
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14.MEDIO_MUNDO2b,Unable to open socket,FAILED
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14.MEDIO_MUNDO2b,Channel reset from failed state,RESET
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14.MEDIO_MUNDO2b,Channel now online,ONLINE
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14.MEDIO_MUNDO1b,Channel now online,ONLINE
7/03/2021 05:57,,FEP,Medio Mundo Channel Group 14,Channel Group Online,ONLINE
7/03/2021 05:57,1033075,OROYA NUEVA 220,L-2224 FP1 ERR SYNC TIME,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:58,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:58,01048B41,CARABAYLLO SSAA,FLL COMUNICACION CC-San Juan,RETORNO A NORMAL,INACTIVO
7/03/2021 05:58,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 05:58,22033012,CARABAYLLO 500,ALARM CARABAYL_SSAA,RETORNO A NORMAL,OFF
7/03/2021 05:58,3054009,CHIMBOTE 13.8,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,14.3
7/03/2021 05:58,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,226.8
7/03/2021 05:58,3048996,CARABAYLLO 500,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,525.5
7/03/2021 05:58,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.8
7/03/2021 05:58,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.6
7/03/2021 05:58,3048996,CARABAYLLO 500,BARRA_A TENSION,RETORNO A NORMAL,524.1
7/03/2021 05:58,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.5
7/03/2021 05:58,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.2
7/03/2021 05:58,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,RETORNO A NORMAL,22.8
7/03/2021 05:58,3056033,TINGOMARIA 220,R-09 POT REACTIVA,RETORNO A NORMAL,31.3
7/03/2021 05:58,,FEP,Medio Mundo Channel Group 14.MEDIO_MUNDO1b,No Reply Limit Exceeded,FAILED
7/03/2021 05:58,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:58,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.6
7/03/2021 05:58,1033075,OROYA NUEVA 220,L-2224 FP1 ERR SYNC TIME,CAMBIO DE ESTADO,INACTIVO
7/03/2021 05:58,3056033,TINGOMARIA 220,R-09 POT REACTIVA,RETORNO A NORMAL,31.4
7/03/2021 05:58,3041052,AUCAYACU 22.9,T28-162 TENSION V-ST,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:58,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,RETORNO A NORMAL,22.8
7/03/2021 05:59,1059367,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D02,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:59,1059311,MOQUEGUA SSAA,SSAA FLL ALIMENTAC V2,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:59,1059311,MOQUEGUA SSAA,SSAA FLL ALIMENTAC V2,RETORNO A NORMAL,INACTIVO
7/03/2021 05:59,1059344,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D01,CAMBIO DE ESTADO,ACTIVO
7/03/2021 05:59,22118012,MOQUEGUA 220,ALARM MOQUEGUA_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 05:59,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.5
7/03/2021 05:59,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 05:59,,STATUS_LINEAS,,State Estimator converged with violations,
7/03/2021 05:59,3031586,TRUJILL NVA 220,ACP CORRIENTE,MEDIDA CONGELADA,0.2
7/03/2021 05:59,3056033,TINGOMARIA 220,R-09 POT REACTIVA,RETORNO A NORMAL,31.4
7/03/2021 05:59,1059367,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D02,RETORNO A NORMAL,INACTIVO
7/03/2021 05:59,1059344,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D01,RETORNO A NORMAL,INACTIVO
7/03/2021 05:59,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.6
7/03/2021 05:59,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,226.8
7/03/2021 05:59,22118012,MOQUEGUA 220,ALARM MOQUEGUA_SSAA,RETORNO A NORMAL,OFF
7/03/2021 05:59,3047132,MARCONA 10,R-3 PP2 CORRIENTE IR,LIMITE SUPERIOR 1 EXCEDIDO,303.3
7/03/2021 05:59,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.6
7/03/2021 05:59,24111008,MARCONA 60,"ACOPLE %VARIACION (IS,IT)",RETORNO A NORMAL,9.2
7/03/2021 06:00,,FEP,AUCAYACU_N,Interrogation Group 0: 8 points did not update,IEC104
7/03/2021 06:00,2047054,MARCONA 60,T62-261 REG V AUT/MAN,CAMBIO DE ESTADO,MANUAL
7/03/2021 06:00,,FEP,OROYA_N,Interrogation Group 0: 9 points did not update,IEC104
7/03/2021 06:00,,FEP,HUANUCO_N,Interrogation Group 0: 15 points did not update,IEC104
7/03/2021 06:00,,FEP,MANTARO_N,Interrogation Group 0: 71 points did not update,IEC104
7/03/2021 06:00,,FEP,HUANCAVEL_N,Interrogation Group 0: 27 points did not update,IEC104
7/03/2021 06:00,1039576,YARABAMBA 500,L-5035 FP1 87L DISP R,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,3080049,PARAMO NUE 66,T10-216 POT ACTIVA,RETORNO DE MEDIDA CONGELADA,0
7/03/2021 06:00,,FEP,CHIMBOTE1_N,Interrogation Group 0: 6 points did not update,IEC104
7/03/2021 06:00,,FEP,AMARILIS,Interrogation Group 0: 16 points did not update,IEC104
7/03/2021 06:00,,FEP,TINGOM_ETS_N,Interrogation Group 0: 54 points did not update,IEC104
7/03/2021 06:00,,FEP,PARIÑAS,Interrogation Group 0: 938 points did not update,IEC104
7/03/2021 06:00,,FEP,REQUE,Interrogation Group 0: 35 points did not update,IEC104
7/03/2021 06:00,,FEP,PUCALLPA_N,Interrogation Group 0: 81 points did not update,IEC104
7/03/2021 06:00,,FEP,POROMA,Interrogation Group 0: 161 points did not update,IEC104
7/03/2021 06:00,,FEP,PARAMONGA_N,Interrogation Group 0: 39 points did not update,IEC104
7/03/2021 06:00,1039576,YARABAMBA 500,L-5035 FP1 87L DISP R,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,1039577,YARABAMBA 500,L-5035 FP1 87L DISP S,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,,FEP,TINTAYA_N,Interrogation Group 0: 6 points did not update,IEC104
7/03/2021 06:00,,FEP,MARCONA,Interrogation Group 0: 77 points did not update,IEC104
7/03/2021 06:00,,FEP,QUENCORO_N,Interrogation Group 0: 50 points did not update,IEC104
7/03/2021 06:00,2047054,MARCONA 60,T62-261 REG V AUT/MAN,CAMBIO DE ESTADO,INDETERMINADO
7/03/2021 06:00,,FEP,AGUAYTIA_N,Interrogation Group 0: 97 points did not update,IEC104
7/03/2021 06:00,,FEP,COLCABAMBA,Interrogation Group 0: 158 points did not update,IEC104
7/03/2021 06:00,,FEP,SOCABAYA_N,Interrogation Group 0: 167 points did not update,IEC104
7/03/2021 06:00,1039577,YARABAMBA 500,L-5035 FP1 87L DISP S,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,1039578,YARABAMBA 500,L-5035 FP1 87L DISP T,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1039578,YARABAMBA 500,L-5035 FP1 87L DISP T,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,,FEP,YARABAMBA,Interrogation Group 0: 180 points did not update,IEC104
7/03/2021 06:00,,FEP,SANROS_N,Interrogation Group 0: 10 points did not update,IEC104
7/03/2021 06:00,1009421,TOCACHE 138,T129-121 SUBTENSION,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,,FEP,JULIACA_N,Interrogation Group 0: 27 points did not update,IEC104
7/03/2021 06:00,1079599,COMBAPATA SSAA,SSAA FLL COM RELE,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,,FEP,TINGOMARIA_N,Interrogation Group 0: 37 points did not update,IEC104
7/03/2021 06:00,,FEP,LA_BREA,Interrogation Group 0: 1411 points did not update,IEC104
7/03/2021 06:00,,FEP,LANINA_N,Interrogation Group 0: 75 points did not update,IEC104
7/03/2021 06:00,,FEP,SANJUAN_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,LANINA_N,Interrogation Group 0: 26 points did not update,IEC104
7/03/2021 06:00,,FEP,CHICLAYO_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0: 1344 points did not update,IEC104
7/03/2021 06:00,,FEP,MOLLEPATA,Interrogation Group 0: 28 points did not update,IEC104
7/03/2021 06:00,,FEP,TOCACHE_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,PUNO_N,Interrogation Group 0: 3 points did not update,IEC104
7/03/2021 06:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,MOQUEGUA_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,COMBAPATA_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,MOQUEGUA_N,Interrogation Group 0: 3 points did not update,IEC104
7/03/2021 06:00,,FEP,SANJUAN_N,Interrogation Group 0: 204 points did not update,IEC104
7/03/2021 06:00,,FEP,ZORRITOS_N,Interrogation Group 0: 185 points did not update,IEC104
7/03/2021 06:00,,FEP,TINTAYA_N,Interrogation Group 0: 6 points did not update,IEC104
7/03/2021 06:00,,FEP,PIURA2_N,Interrogation Group 0: 1371 points did not update,IEC104
7/03/2021 06:00,,FEP,CHICLAYO_N,Interrogation Group 0: 792 points did not update,IEC104
7/03/2021 06:00,,FEP,SURIRAY,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,INDUSTRIALES,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,INDUSTRIALES,Interrogation Group 0: 435 points did not update,IEC104
7/03/2021 06:00,,FEP,SURIRAY,Interrogation Group 0: 1670 points did not update,IEC104
7/03/2021 06:00,,FEP,CHAVARRIA_N,Interrogation Group 0: 459 points did not update,IEC104
7/03/2021 06:00,,FEP,ABANCAY,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,TRUJILLO_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0: 565 points did not update,IEC104
7/03/2021 06:00,,FEP,ABANCAY,Interrogation Group 0: 1071 points did not update,IEC104
7/03/2021 06:00,,FEP,COMBAPATA_N,Interrogation Group 0: 1210 points did not update,IEC104
7/03/2021 06:00,,FEP,PAPUJUNE,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,CARAPONGO,Interrogation Group 0: 1790 points did not update,IEC104
7/03/2021 06:00,,FEP,PAPUJUNE,Interrogation Group 0: 1105 points did not update,IEC104
7/03/2021 06:00,,FEP,ZORRITOS_N,Interrogation Group 0: 428 points did not update,IEC104
7/03/2021 06:00,,FEP,MONTALVO,Interrogation Group 0: 22 points did not update,IEC104
7/03/2021 06:00,,FEP,COTARUSE_N,Interrogation Group 0: 1551 points did not update,IEC104
7/03/2021 06:00,,FEP,TRUJILLO_N,Interrogation Group 0: 1946 points did not update,IEC104
7/03/2021 06:00,,FEP,COTARUSE_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,LA_BREA,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,ORCOTUNA,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,SANJUAN_N,Interrogation Group 0: 838 points did not update,IEC104
7/03/2021 06:00,,FEP,CARAPONGO,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,TALARA N,Interrogation Group 0: 588 points did not update,IEC104
7/03/2021 06:00,,FEP,TALARA N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,CHIMBOTENVA_N,Interrogation Group 0: 20 points did not update,IEC104
7/03/2021 06:00,,FEP,MONTALVO,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,PIURA2_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,MOLLEPATA,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,2060014,SANJUAN 220,L-2092 PL1 52 MANDO LOC/REM,OPERACIONES MULTIPLES,2 LOCAL
7/03/2021 06:00,,FEP,MOQUEGUA_N,Interrogation Group 0: 197 points did not update,IEC104
7/03/2021 06:00,,FEP,CHAVARRIA_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,ORCOTUNA,Interrogation Group 0: 1527 points did not update,IEC104
7/03/2021 06:00,,FEP,TOCACHE_N,Interrogation Group 0: 648 points did not update,IEC104
7/03/2021 06:00,,FEP,ZORRITOS_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,CHAVARRIA_N,Interrogation Group 0: 61 points did not update,IEC104
7/03/2021 06:00,,FEP,GUADALUPE_N,Interrogation Group 0: 722 points did not update,IEC104
7/03/2021 06:00,,FEP,GUADALUPE_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,,FEP,GUADALUPE_N,Interrogation Group 0: 61 points did not update,IEC104
7/03/2021 06:00,,FEP,LANINA_N,Interrogation Group 0 Timed Out,IEC104
7/03/2021 06:00,1009421,TOCACHE 138,T129-121 SUBTENSION,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,,FEP,CHICLAYO_N,Interrogation Group 0: 30 points did not update,IEC104
7/03/2021 06:00,,FEP,MOLLEPATA,Interrogation Group 0: 11 points did not update,IEC104
7/03/2021 06:00,1085084,ORCOTUNA 220,T108-261 ALARMA GRAVE,CAMBIO DE ESTADO,INACTIVO
7/03/2021 06:00,,FEP,TRUJILLO_N,Interrogation Group 0: 437 points did not update,IEC104
7/03/2021 06:00,,FEP,ABANCAY,Interrogation Group 0: 2 points did not update,IEC104
7/03/2021 06:00,,FEP,PIURA2_N,Interrogation Group 0: 176 points did not update,IEC104
7/03/2021 06:00,1085084,ORCOTUNA 220,T108-261 ALARMA GRAVE,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1084120,COTARUSE 220,L-2052 PL2 FLL COM RELE,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,,FEP,COMBAPATA_N,Interrogation Group 0: 30 points did not update,IEC104
7/03/2021 06:00,,FEP,COTARUSE_N,Interrogation Group 0: 165 points did not update,IEC104
7/03/2021 06:00,1009354,TOCACHE 138,T129-121 P2 ARRQ FASE R,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1084120,COTARUSE 220,L-2052 PL2 FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1009354,TOCACHE 138,T129-121 P2 ARRQ FASE R,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,1079599,COMBAPATA SSAA,SSAA FLL COM RELE,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.4
7/03/2021 06:00,,FEP,SOCABAYA_REP_N,Interrogation Group 0: 7 points did not update,IEC104
7/03/2021 06:00,,FEP,LA_BREA,Interrogation Group 0: 120 points did not update,IEC104
7/03/2021 06:00,22054013,COMBAPATA 138,ALARM COMBAPAT_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 06:00,1009502,TOCACHE 22.9,RSV1-RSV2 P1 50/51 DISPARO,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,,FEP,TALARA N,Interrogation Group 0: 7 points did not update,IEC104
7/03/2021 06:00,22112011,MARCONA 220,ALARM MARCONA_060,CAMBIO DE ESTADO,ON
7/03/2021 06:00,,FEP,CARAPONGO,Interrogation Group 0: 13 points did not update,IEC104
7/03/2021 06:00,1009502,TOCACHE 22.9,RSV1-RSV2 P1 50/51 DISPARO,RETORNO A NORMAL,INACTIVO
7/03/2021 06:00,,FEP,TOCACHE_N,Interrogation Group 0: 54 points did not update,IEC104
7/03/2021 06:00,,FEP,PAPUJUNE,Interrogation Group 0: 163 points did not update,IEC104
7/03/2021 06:00,,FEP,ORCOTUNA,Interrogation Group 0: 21 points did not update,IEC104
7/03/2021 06:00,22191011,TOCACHE 138,ALARM TOCACHE_022,CAMBIO DE ESTADO,ON
7/03/2021 06:00,,FEP,SURIRAY,Interrogation Group 0: 32 points did not update,IEC104
7/03/2021 06:00,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,226.8
7/03/2021 06:00,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.4
7/03/2021 06:00,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.5
7/03/2021 06:00,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,RETORNO A NORMAL,22.8
7/03/2021 06:00,3047132,MARCONA 10,R-3 PP2 CORRIENTE IR,RETORNO A NORMAL,302.7
7/03/2021 06:00,3041032,AUCAYACU 22.9,T65-121 TENSION V-RS,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 06:00,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,226.8
7/03/2021 06:00,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.5
7/03/2021 06:00,3047132,MARCONA 10,R-3 PP2 CORRIENTE IR,LIMITE SUPERIOR 1 EXCEDIDO,303.4
7/03/2021 06:00,1059367,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D02,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1059344,MOQUEGUA SSAA,ERROR SINCRON TIEMPO D01,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,1059311,MOQUEGUA SSAA,SSAA FLL ALIMENTAC V2,CAMBIO DE ESTADO,ACTIVO
7/03/2021 06:00,3048996,CARABAYLLO 500,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,525.5
7/03/2021 06:00,22118012,MOQUEGUA 220,ALARM MOQUEGUA_SSAA,CAMBIO DE ESTADO,ON
7/03/2021 06:00,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.6
7/03/2021 06:00,3047132,MARCONA 10,R-3 PP2 CORRIENTE IR,RETORNO A NORMAL,303
7/03/2021 06:00,3041052,AUCAYACU 22.9,T28-162 TENSION V-ST,RETORNO A NORMAL,22.8
7/03/2021 06:00,3056033,TINGOMARIA 220,R-09 POT REACTIVA,RETORNO A NORMAL,31.4
7/03/2021 06:00,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.4
7/03/2021 06:01,24111008,MARCONA 60,"ACOPLE %VARIACION (IS,IT)",LIMITE SUPERIOR 1 EXCEDIDO,27.5
7/03/2021 06:01,3067056,CARAPONGO 220,BARRA_B TENSION,LIMITE SUPERIOR 1 EXCEDIDO,226.9
7/03/2021 06:01,3067229,CARAPONGO 500,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,525.7
7/03/2021 06:01,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,227.1
7/03/2021 06:01,3045118,JULIACA 60,T51-161 TENSION,RETORNO A NORMAL,59.6
7/03/2021 06:01,3061485,ICA 220,T5-26 POT ACTIVA,RETORNO DE MEDIDA CONGELADA,10.6
7/03/2021 06:01,3067229,CARAPONGO 500,BARRA_A TENSION,RETORNO A NORMAL,524.3
7/03/2021 06:01,3067056,CARAPONGO 220,BARRA_B TENSION,RETORNO A NORMAL,226.2
7/03/2021 06:01,3067055,CARAPONGO 220,BARRA_A TENSION,RETORNO A NORMAL,226.4
7/03/2021 06:01,3056033,TINGOMARIA 220,R-09 POT REACTIVA,LIMITE SUPERIOR 1 EXCEDIDO,31.5
7/03/2021 06:01,3045118,JULIACA 60,T51-161 TENSION,LIMITE INFERIOR 1 EXCEDIDO,59.4
7/03/2021 06:01,3047132,MARCONA 10,R-3 PP2 CORRIENTE IR,LIMITE SUPERIOR 1 EXCEDIDO,303.2
7/03/2021 06:01,3041052,AUCAYACU 22.9,T28-162 TENSION V-ST,LIMITE SUPERIOR 1 EXCEDIDO,22.9
7/03/2021 06:01,3067055,CARAPONGO 220,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,227
7/03/2021 06:01,3067229,CARAPONGO 500,BARRA_A TENSION,LIMITE SUPERIOR 1 EXCEDIDO,525.3
